Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
G18NG-11663	Cgl2071	2187230	2187679	G18NG-11663-MONOMER
G18NG-12586	Cgl2965	3167644	3168402	G18NG-12586-MONOMER
G18NG-10544	Cgl0973	1033954	1034742	G18NG-10544-MONOMER
G18NG-12038	Cgl2439	2580709	2582418	G18NG-12038-MONOMER
G18NG-10067		533398	534087	G18NG-10067-MONOMER
G18NG-11038	Cgl1455	1533041	1533784	G18NG-11038-MONOMER
G18NG-9934	Cgl0377	399598	400020	G18NG-9934-MONOMER
G18NG-12578		3160689	3161069	G18NG-12578-MONOMER
G18NG-11561	Cgl1969	2076389	2077024	G18NG-11561-MONOMER
G18NG-10340	Cgl0778	818523	819239	G18NG-10340-MONOMER
G18NG-10473		959182	959403	G18NG-10473-MONOMER
G18NG-11032	Cgl1449	1526531	1527913	G18NG-11032-MONOMER
G18NG-9862	Cgl0306	318991	319338	G18NG-9862-MONOMER
G18NG-12703	Cgl3082	3288969	3289316	G18NG-12703-MONOMER
G18NG-11499	Cgl1907	2008873	2009082	G18NG-11499-MONOMER
G18NG-10329	Cgl0767	804408	805028	G18NG-10329-MONOMER
G18NG-10396	Cgl0827	874948	875883	G18NG-10396-MONOMER
G18NG-12023	Cgl2424	2564548	2565246	G18NG-12023-MONOMER
G18NG-9788	Cgl0234	249428	250510	G18NG-9788-MONOMER
G18NG-12694	Cgl3073	3283142	3283387	G18NG-12694-MONOMER
G18NG-11466		1982071	1982820	G18NG-11466-MONOMER
G18NG-11672	Cgl2080	2196883	2198007	G18NG-11672-MONOMER
G18NG-10354	Cgl0791	833572	834636	G18NG-10354-MONOMER
G18NG-12008	Cgl2411	2555315	2555941	G18NG-12008-MONOMER
G18NG-9717	Cgl0168	180842	181300	G18NG-9717-MONOMER
G18NG-12560	Cgl2942	3141707	3141970	G18NG-12560-MONOMER
G18NG-11447		1967604	1968170	G18NG-11447-MONOMER
G18NG-11664	Cgl2072	2187689	2188306	G18NG-11664-MONOMER
G18NG-9654	Cgl0105	116545	118599	G18NG-9654-MONOMER
G18NG-11017	Cgl1436	1512977	1514527	G18NG-11017-MONOMER
G18NG-11423	Cgl1831	1941729	1942484	G18NG-11423-MONOMER
G18NG-12551	Cgl2933	3133776	3135269	G18NG-12551-MONOMER
G18NG-11405	Cgl1813	1926256	1926837	G18NG-11405-MONOMER
G18NG-10314	Cgl0752	788672	790096	G18NG-10314-MONOMER
G18NG-9559	Cgl0017	17251	17673	G18NG-9559-MONOMER
G18NG-11010	Cgl1428	1505017	1506576	G18NG-11010-MONOMER
G18NG-11385	Cgl1793	1901063	1901911	G18NG-11385-MONOMER
G18NG-11994	Cgl2397	2539707	2540321	G18NG-11994-MONOMER
G18NG-12673	Cgl3052	3253561	3253743	G18NG-12673-MONOMER
G18NG-10302	Cgl0740	777155	778711	G18NG-10302-MONOMER
G18NG-11360	Cgl1768	1866328	1866795	G18NG-11360-MONOMER
G18NG-11649	Cgl2057	2166987	2167865	G18NG-11649-MONOMER
G18NG-12596		3177175	3177486	G18NG-12596-MONOMER
G18NG-11988	Cgl2391	2533392	2534186	G18NG-11988-MONOMER
G18NG-11340	Cgl1748	1847938	1848477	G18NG-11340-MONOMER
G18NG-12533	Cgl2915	3116641	3117336	G18NG-12533-MONOMER
G18NG-12543	Cgl2925	3125344	3125496	G18NG-12543-MONOMER
G18NG-11642	Cgl2050	2162193	2163014	G18NG-11642-MONOMER
G18NG-11318	Cgl1726	1819745	1819954	G18NG-11318-MONOMER
G18NG-11000	Cgl1418	1495205	1495864	G18NG-11000-MONOMER
G18NG-12500	Cgl2882	3080342	3082312	G18NG-12500-MONOMER
G18NG-9999	Cgl0442	467648	468661	G18NG-9999-MONOMER
G18NG-11299	Cgl1707	1804919	1805602	G18NG-11299-MONOMER
G18NG-10286	Cgl0724	743064	743900	G18NG-10286-MONOMER
G18NG-12426	Cgl2809	2997479	2997688	G18NG-12426-MONOMER
G18NG-12525	Cgl2907	3106949	3107770	G18NG-12525-MONOMER
G18NG-12422	Cgl2805	2993284	2993922	G18NG-12422-MONOMER
G18NG-11977	Cgl2380	2522263	2523249	G18NG-11977-MONOMER
G18NG-11276	Cgl1684	1789580	1789771	G18NG-11276-MONOMER
G18NG-10986	Cgl1407	1477926	1478393	G18NG-10986-MONOMER
G18NG-12374	Cgl2757	2941470	2942501	G18NG-12374-MONOMER
G18NG-11630	Cgl2038	2150335	2151000	G18NG-11630-MONOMER
G18NG-11202	Cgl1617	1714741	1714953	G18NG-11202-MONOMER
G18NG-10280	Cgl0718	738670	740172	G18NG-10280-MONOMER
G18NG-12322	Cgl2705	2876278	2876778	G18NG-12322-MONOMER
G18NG-9989	Cgl0432	456016	456600	G18NG-9989-MONOMER
G18NG-11124	Cgl1539	1625425	1625925	G18NG-11124-MONOMER
G18NG-11971	Cgl2374	2513690	2514115	G18NG-11971-MONOMER
G18NG-12266		2818135	2818314	G18NG-12266-MONOMER
G18NG-12509	Cgl2891	3092340	3093176	G18NG-12509-MONOMER
G18NG-11067		1563872	1564240	G18NG-11067-MONOMER
G18NG-11622	Cgl2030	2144063	2145586	G18NG-11622-MONOMER
G18NG-12171	Cgl2560	2720383	2721228	G18NG-12171-MONOMER
G18NG-10973	Cgl1394	1464083	1465126	G18NG-10973-MONOMER
G18NG-10993	Cgl1411	1487032	1487196	G18NG-10993-MONOMER
G18NG-9981	Cgl0424	446538	447389	G18NG-9981-MONOMER
G18NG-12108	Cgl2504	2654077	2654661	G18NG-12108-MONOMER
G18NG-10266	Cgl0704	723412	725562	G18NG-10266-MONOMER
G18NG-10929	Cgl1351	1412351	1412575	G18NG-10929-MONOMER
G18NG-12501	Cgl2883	3082468	3083964	G18NG-12501-MONOMER
G18NG-12052	Cgl2453	2595820	2595984	G18NG-12052-MONOMER
G18NG-11960	Cgl2363	2504298	2504603	G18NG-11960-MONOMER
G18NG-10900	Cgl1322	1386290	1387270	G18NG-10900-MONOMER
G18NG-10965	Cgl1386	1454115	1455341	G18NG-10965-MONOMER
G18NG-12010		2556600	2556752	G18NG-12010-MONOMER
G18NG-11612	Cgl2020	2134451	2135551	G18NG-11612-MONOMER
G18NG-10852	Cgl1279	1344440	1344811	G18NG-10852-MONOMER
G18NG-10256	Cgl0694	712738	714234	G18NG-10256-MONOMER
G18NG-11905	Cgl2308	2444031	2444552	G18NG-11905-MONOMER
G18NG-9965	Cgl0408	433062	433991	G18NG-9965-MONOMER
G18NG-10758	Cgl1185	1244840	1245532	G18NG-10758-MONOMER
G18NG-11952	Cgl2355	2495694	2496608	G18NG-11952-MONOMER
G18NG-10306	Cgl0744	782159	782617	G18NG-10306-MONOMER
G18NG-12486	Cgl2868	3059652	3060737	G18NG-12486-MONOMER
G18NG-11857	Cgl2263	2393971	2394438	G18NG-11857-MONOMER
G18NG-11606	Cgl2014	2127347	2128483	G18NG-11606-MONOMER
G18NG-10693	Cgl1121	1166576	1167070	G18NG-10693-MONOMER
G18NG-10951	Cgl1372	1437356	1438204	G18NG-10951-MONOMER
G18NG-10252	Cgl0690	708839	709711	G18NG-10252-MONOMER
G18NG-9954	Cgl0397	419785	420888	G18NG-9954-MONOMER
G18NG-11822	Cgl2230	2364353	2365459	G18NG-11822-MONOMER
G18NG-10244	Cgl0682	698062	698922	G18NG-10244-MONOMER
G18NG-10624	Cgl1052	1102043	1102642	G18NG-10624-MONOMER
G18NG-12478	Cgl2861	3049454	3050593	G18NG-12478-MONOMER
G18NG-10171	Cgl0609	622269	622460	G18NG-10171-MONOMER
G18NG-11593	Cgl2001	2113861	2115363	G18NG-11593-MONOMER
G18NG-11729	Cgl2137	2259419	2260000	G18NG-11729-MONOMER
G18NG-10944	Cgl1365	1429191	1430642	G18NG-10944-MONOMER
G18NG-10578		1059218	1059892	G18NG-10578-MONOMER
G18NG-9940	Cgl0383	405480	406148	G18NG-9940-MONOMER
G18NG-10126		575208	575366	G18NG-10126-MONOMER
G18NG-10237	Cgl0675	689914	690696	G18NG-10237-MONOMER
G18NG-9973		438034	438294	G18NG-9973-MONOMER
G18NG-12463	Cgl2846	3034182	3035441	G18NG-12463-MONOMER
G18NG-11656	Cgl2064	2176107	2179502	G18NG-11656-MONOMER
G18NG-11931	Cgl2334	2473654	2475546	G18NG-11931-MONOMER
G18NG-10540	Cgl0969	1031885	1032184	G18NG-10540-MONOMER
G18NG-10930	Cgl1352	1412623	1412916	G18NG-10930-MONOMER
G18NG-10058		523908	526070	G18NG-10058-MONOMER
G18NG-11586	Cgl1994	2105798	2107564	G18NG-11586-MONOMER
G18NG-9922	Cgl0365	387460	387657	G18NG-9922-MONOMER
G18NG-10227	Cgl0665	680128	681027	G18NG-10227-MONOMER
G18NG-11549	Cgl1957	2065664	2066404	G18NG-11549-MONOMER
G18NG-9933	Cgl0376	398329	399582	G18NG-9933-MONOMER
G18NG-10466	Cgl0896	951831	952991	G18NG-10466-MONOMER
G18NG-11919	Cgl2322	2460341	2461171	G18NG-11919-MONOMER
G18NG-9859	Cgl0303	317920	318468	G18NG-9859-MONOMER
G18NG-12455	Cgl2838	3026140	3027300	G18NG-12455-MONOMER
G18NG-11487	Cgl1895	1997168	1997506	G18NG-11487-MONOMER
G18NG-11575	Cgl1983	2092048	2093046	G18NG-11575-MONOMER
G18NG-10391	Cgl0822	869915	870691	G18NG-10391-MONOMER
G18NG-10908	Cgl1330	1394797	1395549	G18NG-10908-MONOMER
G18NG-9772	Cgl0220	234907	235203	G18NG-9772-MONOMER
G18NG-9920	Cgl0363	385371	386195	G18NG-9920-MONOMER
G18NG-11462		1979239	1979811	G18NG-11462-MONOMER
G18NG-10220	Cgl0658	672665	673579	G18NG-10220-MONOMER
G18NG-10344	Cgl0782	822677	824125	G18NG-10344-MONOMER
G18NG-12445	Cgl2828	3014617	3015828	G18NG-12445-MONOMER
G18NG-9708	Cgl0159	169996	170919	G18NG-9708-MONOMER
G18NG-11913	Cgl2316	2454726	2455439	G18NG-11913-MONOMER
G18NG-11443		1964724	1965902	G18NG-11443-MONOMER
G18NG-10896	Cgl1318	1382842	1383798	G18NG-10896-MONOMER
G18NG-9642	Cgl0093	98805	101582	G18NG-9642-MONOMER
G18NG-11568	Cgl1976	2085433	2085702	G18NG-11568-MONOMER
G18NG-11420	Cgl1827	1938945	1940138	G18NG-11420-MONOMER
G18NG-10206	Cgl0644	658155	658931	G18NG-10206-MONOMER
G18NG-9619	Cgl0073	75506	75745	G18NG-9619-MONOMER
G18NG-9910	Cgl0353	374833	375840	G18NG-9910-MONOMER
G18NG-11401	Cgl1809	1918700	1919461	G18NG-11401-MONOMER
G18NG-11900	Cgl2303	2438114	2439910	G18NG-11900-MONOMER
G18NG-9550	Cgl0010	10104	11177	G18NG-9550-MONOMER
G18NG-12438	Cgl2821	3008747	3009163	G18NG-12438-MONOMER
G18NG-11378	Cgl1786	1890025	1891707	G18NG-11378-MONOMER
G18NG-11554	Cgl1962	2069613	2069936	G18NG-11554-MONOMER
G18NG-12669	Cgl3048	3251741	3251935	G18NG-12669-MONOMER
G18NG-10888	Cgl1310	1376146	1377555	G18NG-10888-MONOMER
G18NG-11355		1861516	1861842	G18NG-11355-MONOMER
G18NG-9897	Cgl0340	357234	359354	G18NG-9897-MONOMER
G18NG-12587	Cgl2966	3168670	3169344	G18NG-12587-MONOMER
G18NG-10198	Cgl0636	649111	650193	G18NG-10198-MONOMER
G18NG-11337	Cgl1745	1845872	1846210	G18NG-11337-MONOMER
G18NG-12419	Cgl2802	2988212	2988847	G18NG-12419-MONOMER
G18NG-12539	Cgl2921	3121990	3122130	G18NG-12539-MONOMER
G18NG-11889	Cgl2292	2424963	2425955	G18NG-11889-MONOMER
G18NG-11315	Cgl1723	1817803	1818222	G18NG-11315-MONOMER
G18NG-10863	Cgl1290	1358259	1359065	G18NG-10863-MONOMER
G18NG-12492	Cgl2874	3071145	3071645	G18NG-12492-MONOMER
G18NG-11546	Cgl1954	2063295	2063894	G18NG-11546-MONOMER
G18NG-11295	Cgl1703	1802733	1803422	G18NG-11295-MONOMER
G18NG-10187	Cgl0625	636086	638278	G18NG-10187-MONOMER
G18NG-12412	Cgl2795	2978983	2980119	G18NG-12412-MONOMER
G18NG-9890	Cgl0333	348949	350310	G18NG-9890-MONOMER
G18NG-11273	Cgl1681	1785729	1786844	G18NG-11273-MONOMER
G18NG-11879	Cgl2282	2415296	2416090	G18NG-11879-MONOMER
G18NG-12354	Cgl2737	2918817	2919482	G18NG-12354-MONOMER
G18NG-12410	Cgl2793	2977845	2978645	G18NG-12410-MONOMER
G18NG-11192	Cgl1607	1702988	1703308	G18NG-11192-MONOMER
G18NG-11532	Cgl1940	2048647	2050107	G18NG-11532-MONOMER
G18NG-12306	Cgl2689	2862927	2863622	G18NG-12306-MONOMER
G18NG-10855	Cgl1282	1346458	1348275	G18NG-10855-MONOMER
G18NG-11117	Cgl1532	1617398	1617997	G18NG-11117-MONOMER
G18NG-9878	Cgl0321	336781	337452	G18NG-9878-MONOMER
G18NG-12242	Cgl2625	2794301	2794816	G18NG-12242-MONOMER
G18NG-10176	Cgl0614	626067	626558	G18NG-10176-MONOMER
G18NG-11060	Cgl1477	1556376	1556774	G18NG-11060-MONOMER
G18NG-12395	Cgl2778	2962728	2963009	G18NG-12395-MONOMER
G18NG-12151	Cgl2546	2693300	2694922	G18NG-12151-MONOMER
G18NG-11870	Cgl2273	2404985	2406259	G18NG-11870-MONOMER
G18NG-10983	Cgl1404	1475683	1476297	G18NG-10983-MONOMER
G18NG-10841	Cgl1268	1333439	1335280	G18NG-10841-MONOMER
G18NG-12097	Cgl2494	2637238	2637654	G18NG-12097-MONOMER
G18NG-11524	Cgl1932	2038591	2039553	G18NG-11524-MONOMER
G18NG-10925	Cgl1347	1409425	1409802	G18NG-10925-MONOMER
G18NG-10160	Cgl0598	610659	612275	G18NG-10160-MONOMER
G18NG-12041	Cgl2442	2586181	2587767	G18NG-12041-MONOMER
G18NG-9871	Cgl0314	329933	330379	G18NG-9871-MONOMER
G18NG-10890	Cgl1312	1378463	1378942	G18NG-10890-MONOMER
G18NG-11844	Cgl2250	2383620	2384510	G18NG-11844-MONOMER
G18NG-11997	Cgl2400	2542510	2542803	G18NG-11997-MONOMER
G18NG-12386	Cgl2769	2952973	2954142	G18NG-12386-MONOMER
G18NG-10842	Cgl1269	1335409	1335975	G18NG-10842-MONOMER
G18NG-11511	Cgl1919	2020854	2021849	G18NG-11511-MONOMER
G18NG-10335	Cgl0773	809549	810397	G18NG-10335-MONOMER
G18NG-10834	Cgl1261	1327617	1328246	G18NG-10834-MONOMER
G18NG-11897	Cgl2300	2434571	2434777	G18NG-11897-MONOMER
G18NG-9853	Cgl0297	311896	312891	G18NG-9853-MONOMER
G18NG-10745	Cgl1173	1230911	1231432	G18NG-10745-MONOMER
G18NG-10153	Cgl0591	604470	605711	G18NG-10153-MONOMER
G18NG-10295	Cgl0733	757627	758262	G18NG-10295-MONOMER
G18NG-12371	Cgl2754	2938404	2939771	G18NG-12371-MONOMER
G18NG-11854	Cgl2260	2392073	2392567	G18NG-11854-MONOMER
G18NG-11832	Cgl2239	2374545	2375201	G18NG-11832-MONOMER
G18NG-10685	Cgl1113	1159267	1159575	G18NG-10685-MONOMER
G18NG-10824	Cgl1251	1316338	1317447	G18NG-10824-MONOMER
G18NG-10222		674796	674990	G18NG-10222-MONOMER
G18NG-11504	Cgl1912	2014159	2015496	G18NG-11504-MONOMER
G18NG-11813	Cgl2221	2355157	2355402	G18NG-11813-MONOMER
G18NG-10136	Cgl0574	585823	586251	G18NG-10136-MONOMER
G18NG-10617		1096328	1096471	G18NG-10617-MONOMER
G18NG-9846	Cgl0290	305858	306703	G18NG-9846-MONOMER
G18NG-10163	Cgl0601	613722	614750	G18NG-10163-MONOMER
G18NG-11815	Cgl2223	2356795	2357358	G18NG-11815-MONOMER
G18NG-11713	Cgl2121	2239506	2240564	G18NG-11713-MONOMER
G18NG-12365	Cgl2748	2929254	2929757	G18NG-12365-MONOMER
G18NG-10570	Cgl0998	1053880	1054605	G18NG-10570-MONOMER
G18NG-11490	Cgl1898	1999542	1999952	G18NG-11490-MONOMER
G18NG-10103		556857	557588	G18NG-10103-MONOMER
G18NG-10817	Cgl1244	1308330	1310372	G18NG-10817-MONOMER
G18NG-9969		436100	436321	G18NG-9969-MONOMER
G18NG-9833	Cgl0277	293539	293994	G18NG-9833-MONOMER
G18NG-11640	Cgl2048	2161108	2161503	G18NG-11640-MONOMER
G18NG-10127	Cgl0564	575338	576354	G18NG-10127-MONOMER
G18NG-10529	Cgl0958	1015652	1016563	G18NG-10529-MONOMER
G18NG-12351	Cgl2734	2916206	2916586	G18NG-12351-MONOMER
G18NG-10019		483634	483942	G18NG-10019-MONOMER
G18NG-11808	Cgl2216	2350910	2351311	G18NG-11808-MONOMER
G18NG-9913	Cgl0356	378093	378230	G18NG-9913-MONOMER
G18NG-10803	Cgl1230	1295435	1296223	G18NG-10803-MONOMER
G18NG-11537	Cgl1945	2053606	2054283	G18NG-11537-MONOMER
G18NG-11478		1988775	1989605	G18NG-11478-MONOMER
G18NG-10443	Cgl0873	927752	927925	G18NG-10443-MONOMER
G18NG-10115	Cgl0553	566796	568088	G18NG-10115-MONOMER
G18NG-9837	Cgl0281	297631	297786	G18NG-9837-MONOMER
G18NG-9824	Cgl0269	283314	286202	G18NG-9824-MONOMER
G18NG-11482		1992535	1994121	G18NG-11482-MONOMER
G18NG-11796	Cgl2204	2335913	2337052	G18NG-11796-MONOMER
G18NG-10387	Cgl0818	867353	867574	G18NG-10387-MONOMER
G18NG-12343	Cgl2726	2907516	2908889	G18NG-12343-MONOMER
G18NG-9757	Cgl0207	224336	225247	G18NG-9757-MONOMER
G18NG-11435	Cgl1843	1952543	1954822	G18NG-11435-MONOMER
G18NG-11459		1977742	1978332	G18NG-11459-MONOMER
G18NG-10794	Cgl1221	1284517	1285287	G18NG-10794-MONOMER
G18NG-9700	Cgl0151	161360	162295	G18NG-9700-MONOMER
G18NG-9813	Cgl0258	276829	277584	G18NG-9813-MONOMER
G18NG-11440	Cgl1848	1961111	1963000	G18NG-11440-MONOMER
G18NG-10108	Cgl0546	559141	560634	G18NG-10108-MONOMER
G18NG-9626	Cgl0077	85095	85403	G18NG-9626-MONOMER
G18NG-12326	Cgl2709	2878476	2879711	G18NG-12326-MONOMER
G18NG-11417	Cgl1825	1937202	1937414	G18NG-11417-MONOMER
G18NG-11789	Cgl2197	2330584	2330928	G18NG-11789-MONOMER
G18NG-9606	Cgl0060	60669	62324	G18NG-9606-MONOMER
G18NG-10782	Cgl1209	1274131	1274946	G18NG-10782-MONOMER
G18NG-11398	Cgl1806	1916944	1917168	G18NG-11398-MONOMER
G18NG-11415	Cgl1823	1934968	1935912	G18NG-11415-MONOMER
G18NG-9545	Cgl0005	4766	5302	G18NG-9545-MONOMER
G18NG-10096	Cgl0534	551851	552927	G18NG-10096-MONOMER
G18NG-11374	Cgl1782	1887405	1887593	G18NG-11374-MONOMER
G18NG-9806	Cgl0251	269371	270636	G18NG-9806-MONOMER
G18NG-12650	Cgl3030	3233248	3233421	G18NG-12650-MONOMER
G18NG-11778	Cgl2186	2317631	2318776	G18NG-11778-MONOMER
G18NG-11351	Cgl1759	1856885	1858741	G18NG-11351-MONOMER
G18NG-12315	Cgl2698	2870497	2871390	G18NG-12315-MONOMER
G18NG-12577		3160217	3160423	G18NG-12577-MONOMER
G18NG-11375	Cgl1783	1887685	1888038	G18NG-11375-MONOMER
G18NG-11332	Cgl1740	1838349	1842140	G18NG-11332-MONOMER
G18NG-10775	Cgl1202	1269396	1270046	G18NG-10775-MONOMER
G18NG-12530	Cgl2912	3113620	3115398	G18NG-12530-MONOMER
G18NG-9792	Cgl0238	254326	255438	G18NG-9792-MONOMER
G18NG-11312	Cgl1720	1815673	1816131	G18NG-11312-MONOMER
G18NG-10085	Cgl0523	540426	541001	G18NG-10085-MONOMER
G18NG-12479	Cgl2860	3050523	3051194	G18NG-12479-MONOMER
G18NG-12304	Cgl2687	2860503	2862083	G18NG-12304-MONOMER
G18NG-11292	Cgl1700	1800834	1801310	G18NG-11292-MONOMER
G18NG-11770	Cgl2178	2307695	2309083	G18NG-11770-MONOMER
G18NG-11289	Cgl1697	1799182	1799409	G18NG-11289-MONOMER
G18NG-10765	Cgl1192	1254734	1256602	G18NG-10765-MONOMER
G18NG-12407	Cgl2790	2974468	2975595	G18NG-12407-MONOMER
G18NG-11356		1862088	1862402	G18NG-11356-MONOMER
G18NG-11268	Cgl1676	1779551	1780168	G18NG-11268-MONOMER
G18NG-10072	Cgl0510	535076	535918	G18NG-10072-MONOMER
G18NG-12344	Cgl2727	2909211	2909792	G18NG-12344-MONOMER
G18NG-9784	Cgl0230	244466	244819	G18NG-9784-MONOMER
G18NG-11155		1659137	1659496	G18NG-11155-MONOMER
G18NG-11756	Cgl2164	2291210	2293165	G18NG-11756-MONOMER
G18NG-12300	Cgl2683	2853770	2855713	G18NG-12300-MONOMER
G18NG-12294	Cgl2677	2843430	2843723	G18NG-12294-MONOMER
G18NG-11102	Cgl1519	1601928	1602281	G18NG-11102-MONOMER
G18NG-11308	Cgl1716	1812215	1812694	G18NG-11308-MONOMER
G18NG-12236	Cgl2620	2789475	2789936	G18NG-12236-MONOMER
G18NG-10759	Cgl1186	1245717	1246496	G18NG-10759-MONOMER
G18NG-11055	Cgl1472	1551545	1552240	G18NG-11055-MONOMER
G18NG-9766	Cgl0216	230928	231842	G18NG-9766-MONOMER
G18NG-12145	Cgl2540	2687447	2688241	G18NG-12145-MONOMER
G18NG-10064	Cgl0502	530745	531782	G18NG-10064-MONOMER
G18NG-10972	Cgl1393	1463533	1463937	G18NG-10972-MONOMER
G18NG-12277	Cgl2660	2828377	2829147	G18NG-12277-MONOMER
G18NG-12086		2628322	2628879	G18NG-12086-MONOMER
G18NG-11750	Cgl2158	2282659	2283777	G18NG-11750-MONOMER
G18NG-10922	Cgl1344	1407164	1407535	G18NG-10922-MONOMER
G18NG-10743	Cgl1171	1229995	1230483	G18NG-10743-MONOMER
G18NG-12029	Cgl2430	2572194	2572352	G18NG-12029-MONOMER
G18NG-11272	Cgl1680	1782891	1785473	G18NG-11272-MONOMER
G18NG-10884		1371976	1372326	G18NG-10884-MONOMER
G18NG-10050	Cgl0488	512913	516410	G18NG-10050-MONOMER
G18NG-11970	Cgl2373	2513152	2513619	G18NG-11970-MONOMER
G18NG-9759	Cgl0209	226309	226767	G18NG-9759-MONOMER
G18NG-10816	Cgl1243	1307459	1308196	G18NG-10816-MONOMER
G18NG-11740	Cgl2148	2270986	2274150	G18NG-11740-MONOMER
G18NG-10330	Cgl0768	805532	805792	G18NG-10330-MONOMER
G18NG-12271	Cgl2654	2824275	2825345	G18NG-12271-MONOMER
G18NG-11891	Cgl2294	2426774	2427469	G18NG-11891-MONOMER
G18NG-11250	Cgl1665	1765969	1766445	G18NG-11250-MONOMER
G18NG-10734	Cgl1162	1217440	1217982	G18NG-10734-MONOMER
G18NG-10736	Cgl1164	1219895	1222999	G18NG-10736-MONOMER
G18NG-10291	Cgl0728	748020	748445	G18NG-10291-MONOMER
G18NG-9745	Cgl0196	214121	214525	G18NG-9745-MONOMER
G18NG-11847	Cgl2253	2385911	2386285	G18NG-11847-MONOMER
G18NG-10043	Cgl0481	504379	505572	G18NG-10043-MONOMER
G18NG-10668	Cgl1096	1142476	1143015	G18NG-10668-MONOMER
G18NG-12259	Cgl2642	2809822	2811807	G18NG-12259-MONOMER
G18NG-10213	Cgl0651	664123	665088	G18NG-10213-MONOMER
G18NG-11732	Cgl2140	2261689	2262693	G18NG-11732-MONOMER
G18NG-11794		2334479	2334718	G18NG-11794-MONOMER
G18NG-10720	Cgl1148	1199540	1201075	G18NG-10720-MONOMER
G18NG-10614	Cgl1042	1095384	1095677	G18NG-10614-MONOMER
G18NG-11244	Cgl1659	1761002	1761367	G18NG-11244-MONOMER
G18NG-10149	Cgl0587	600019	600876	G18NG-10149-MONOMER
G18NG-10028	Cgl0471	491966	492658	G18NG-10028-MONOMER
G18NG-11697	Cgl2105	2221184	2221828	G18NG-11697-MONOMER
G18NG-9736	Cgl0187	203538	207011	G18NG-9736-MONOMER
G18NG-10564		1048356	1048532	G18NG-10564-MONOMER
G18NG-11720	Cgl2128	2246387	2246896	G18NG-11720-MONOMER
G18NG-10090	Cgl0528	544332	544670	G18NG-10090-MONOMER
G18NG-12253	Cgl2636	2804674	2805111	G18NG-12253-MONOMER
G18NG-9962	Cgl0405	428561	429442	G18NG-9962-MONOMER
G18NG-11231	Cgl1646	1746230	1747918	G18NG-11231-MONOMER
G18NG-11624	Cgl2032	2146261	2146566	G18NG-11624-MONOMER
G18NG-10022	Cgl0464	485384	485989	G18NG-10022-MONOMER
G18NG-10525	Cgl0955	1014016	1014267	G18NG-10525-MONOMER
G18NG-9724	Cgl0175	186769	187305	G18NG-9724-MONOMER
G18NG-10014	Cgl0457	480205	480624	G18NG-10014-MONOMER
G18NG-11711	Cgl2119	2237332	2238357	G18NG-11711-MONOMER
G18NG-9900	Cgl0343	362054	363151	G18NG-9900-MONOMER
G18NG-12239	Cgl2622	2790983	2792452	G18NG-12239-MONOMER
G18NG-11530	Cgl1938	2046711	2047295	G18NG-11530-MONOMER
G18NG-11222	Cgl1637	1736001	1738679	G18NG-11222-MONOMER
G18NG-10422	Cgl0852	909518	910696	G18NG-10422-MONOMER
G18NG-10697	Cgl1125	1169318	1170610	G18NG-10697-MONOMER
G18NG-9829	Cgl0275	291270	291833	G18NG-9829-MONOMER
G18NG-9715	Cgl0166	178285	179661	G18NG-9715-MONOMER
G18NG-11477		1988527	1988664	G18NG-11477-MONOMER
G18NG-10005	Cgl0448	471912	472808	G18NG-10005-MONOMER
G18NG-10361	Cgl0798	840434	840745	G18NG-10361-MONOMER
G18NG-12229	Cgl2613	2780997	2782319	G18NG-12229-MONOMER
G18NG-9743	Cgl0194	212656	213660	G18NG-9743-MONOMER
G18NG-11700	Cgl2108	2225149	2225952	G18NG-11700-MONOMER
G18NG-11456		1975916	1976497	G18NG-11456-MONOMER
G18NG-10688	Cgl1116	1160735	1162231	G18NG-10688-MONOMER
G18NG-9687	Cgl0139	150963	151589	G18NG-9687-MONOMER
G18NG-11211	Cgl1626	1721780	1722856	G18NG-11211-MONOMER
G18NG-11436	Cgl1844	1956200	1958287	G18NG-11436-MONOMER
G18NG-11692	Cgl2100	2215866	2216474	G18NG-11692-MONOMER
G18NG-11413	Cgl1821	1932370	1932879	G18NG-11413-MONOMER
G18NG-10519	Cgl0949	1006089	1006700	G18NG-10519-MONOMER
G18NG-9597	Cgl0050	53055	54011	G18NG-9597-MONOMER
G18NG-11205	Cgl1620	1716777	1717868	G18NG-11205-MONOMER
G18NG-11394	Cgl1802	1912330	1913820	G18NG-11394-MONOMER
G18NG-9698	Cgl0149	160029	160373	G18NG-9698-MONOMER
G18NG-12702	Cgl3081	3288686	3288889	G18NG-12702-MONOMER
G18NG-10513	Cgl0943	998452	999909	G18NG-10513-MONOMER
G18NG-11367	Cgl1775	1871377	1877886	G18NG-11367-MONOMER
G18NG-12218	Cgl2602	2768341	2769096	G18NG-12218-MONOMER
G18NG-12634	Cgl3013	3215255	3216760	G18NG-12634-MONOMER
G18NG-9692	Cgl0143	156144	156821	G18NG-9692-MONOMER
G18NG-11347	Cgl1755	1852479	1853876	G18NG-11347-MONOMER
G18NG-10675	Cgl1103	1149279	1150382	G18NG-10675-MONOMER
G18NG-12571	Cgl2950	3154818	3154973	G18NG-12571-MONOMER
G18NG-12212	Cgl2596	2759530	2761650	G18NG-12212-MONOMER
G18NG-11327	Cgl1735	1829685	1829900	G18NG-11327-MONOMER
G18NG-11682	Cgl2090	2207299	2208249	G18NG-11682-MONOMER
