Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Accession-2
CGTRNA_RS11340	CGTRNA_RS11340	2418696	2419676	LLM class flavin-dependent oxidoreductase	CGTRNA_RS11340 // brnQ // CGTRNA_RS11330	cg2538
CGTRNA_RS14730	CGTRNA_RS14730	3146302	3146775	Crp/Fnr family transcriptional regulator	CGTRNA_RS14730	cg3291
CGTRNA_RS11345	CGTRNA_RS11345	2420000	2421847	BCCT family transporter	CGTRNA_RS11345	cg2539
CGTRNA_RS03075	CGTRNA_RS03075	623918	625096	PspC domain-containing protein	CGTRNA_RS03075	cg0706
CGTRNA_RS11350	CGTRNA_RS11350	2421995	2422513	hypothetical protein	CGTRNA_RS11360 // CGTRNA_RS11355 // CGTRNA_RS11350	cg2540
CGTRNA_RS05670	CGTRNA_RS05670	1183434	1185074	carboxylesterase/lipase family protein	CGTRNA_RS05675 // CGTRNA_RS05670	cg1284
CGTRNA_RS03235	CGTRNA_RS03235	659616	660392	NAD-dependent deacylase	CGTRNA_RS03240 // CGTRNA_RS03235	cg0745
CGTRNA_RS08940	CGTRNA_RS08940	1896208	1898703	hypothetical protein	CGTRNA_RS08940	cg2008
CGTRNA_RS07190	CGTRNA_RS07190	1511857	1513602	ABC transporter ATP-binding protein	zupT // CGTRNA_RS07190 // CGTRNA_RS07185	cg1622
CGTRNA_RS14735	CGTRNA_RS14735	3146931	3147167	heavy-metal-associated domain-containing protein	CGTRNA_RS14735	cg3292
CGTRNA_RS11355	CGTRNA_RS11355	2422531	2423460	AEC family transporter	CGTRNA_RS11360 // CGTRNA_RS11355 // CGTRNA_RS11350	cg2542
CGTRNA_RS03820	CGTRNA_RS03820	804601	805713	HNH endonuclease	CGTRNA_RS03820	cg0875
CGTRNA_RS05415	CGTRNA_RS05415	1131123	1132175	calcium:proton antiporter	CGTRNA_RS05420 // CGTRNA_RS05415 // CGTRNA_RS05410 // CGTRNA_RS05405 // CGTRNA_RS05400 // CGTRNA_RS05395	cg1231
prfA	CGTRNA_RS06005	1268898	1269974	peptide chain release factor 1	prmC // prfA // rho	cg1355
CGTRNA_RS00190	CGTRNA_RS00190	34366	34902	peptidylprolyl isomerase	CGTRNA_RS00190	cg0048
CGTRNA_RS11360	CGTRNA_RS11360	2423466	2426312	FAD-binding oxidoreductase	CGTRNA_RS11360 // CGTRNA_RS11355 // CGTRNA_RS11350	cg2543
CGTRNA_RS11850	CGTRNA_RS11850	2529899	2529972	tRNA-Pro	CGTRNA_RS11850	tRNA_3573
CGTRNA_RS14740	CGTRNA_RS14740	3147373	3147690	hypothetical protein	CGTRNA_RS14740	cg3293
CGTRNA_RS11365	CGTRNA_RS11365	2426391	2427113	GntR family transcriptional regulator	CGTRNA_RS11365	cg2544
CGTRNA_RS00810	CGTRNA_RS00810	162984	163607	hypothetical protein	CGTRNA_RS00810	cg0192
scpA	CGTRNA_RS07670	1613698	1615911	methylmalonyl-CoA mutase	CGTRNA_RS07675 // scpA // meaB	cg1725
CGTRNA_RS11370	CGTRNA_RS11370	2427124	2427381	hypothetical protein	CGTRNA_RS11375 // CGTRNA_RS11370	cg2545
CGTRNA_RS09585	CGTRNA_RS09585	2036588	2037193	biotin transporter BioY	CGTRNA_RS09595 // CGTRNA_RS09590 // CGTRNA_RS09585	cg2147
cadA	CGTRNA_RS14745	3148334	3150211	cadmium-translocating P-type ATPase	cadA	cg3295
CGTRNA_RS11375	CGTRNA_RS11375	2427392	2428741	TRAP transporter permease	CGTRNA_RS11375 // CGTRNA_RS11370	cg2546
CGTRNA_RS05420	CGTRNA_RS05420	1132195	1132899	PIG-L family deacetylase	CGTRNA_RS05420 // CGTRNA_RS05415 // CGTRNA_RS05410 // CGTRNA_RS05405 // CGTRNA_RS05400 // CGTRNA_RS05395	cg1232
argB	CGTRNA_RS06990	1467889	1468842	acetylglutamate kinase	CGTRNA_RS07005 // argF // CGTRNA_RS06995 // argB // argJ // CGTRNA_RS06980	cg1582
CGTRNA_RS02760	CGTRNA_RS02760	559143	560636	aldehyde dehydrogenase family protein	CGTRNA_RS02785 // CGTRNA_RS02780 // CGTRNA_RS02775 // CGTRNA_RS02770 // CGTRNA_RS02765 // CGTRNA_RS02760	cg0637
CGTRNA_RS11380	CGTRNA_RS11380	2429009	2429477	hypothetical protein	CGTRNA_RS11380	cg2547
CGTRNA_RS11385	CGTRNA_RS11385	2429539	2431050	ABC transporter substrate-binding protein	CGTRNA_RS11400 // CGTRNA_RS11395 // CGTRNA_RS11390 // CGTRNA_RS11385	cg2549
CGTRNA_RS03240	CGTRNA_RS03240	660394	660888	nucleoside deaminase	CGTRNA_RS03240 // CGTRNA_RS03235	cg0747
CGTRNA_RS09590	CGTRNA_RS09590	2037226	2037918	energy-coupling factor ABC transporter ATP-binding protein	CGTRNA_RS09595 // CGTRNA_RS09590 // CGTRNA_RS09585	cg2148
CGTRNA_RS15805	CGTRNA_RS15805	3150422	3151110	IS6 family transposase	CGTRNA_RS15805	
CGTRNA_RS11390	CGTRNA_RS11390	2431047	2432015	ABC transporter permease	CGTRNA_RS11400 // CGTRNA_RS11395 // CGTRNA_RS11390 // CGTRNA_RS11385	cg2550
CGTRNA_RS05425	CGTRNA_RS05425	1132866	1133591	TIGR02206 family membrane protein	CGTRNA_RS05430 // CGTRNA_RS05425	cg1233
CGTRNA_RS03825	CGTRNA_RS03825	805881	806501	sigma-70 family RNA polymerase sigma factor	rsrA // CGTRNA_RS03825	cg0876
CGTRNA_RS11395	CGTRNA_RS11395	2432016	2432846	ABC transporter permease	CGTRNA_RS11400 // CGTRNA_RS11395 // CGTRNA_RS11390 // CGTRNA_RS11385	cg2551
CGTRNA_RS06930	CGTRNA_RS06930	1453287	1454123	carbohydrate ABC transporter permease	CGTRNA_RS06930 // CGTRNA_RS06925	cg1569
CGTRNA_RS01730	CGTRNA_RS01730	346108	346461	hypothetical protein	CGTRNA_RS01730	cg0399
CGTRNA_RS09215	CGTRNA_RS09215	1957672	1959750	AAA family ATPase	CGTRNA_RS09215	cg2065
CGTRNA_RS04440	CGTRNA_RS04440	936820	938079	molybdopterin molybdotransferase MoeA	CGTRNA_RS04445 // CGTRNA_RS04440 // CGTRNA_RS04435	cg1005
CGTRNA_RS15525	CGTRNA_RS15525	483362	483872	hypothetical protein	CGTRNA_RS15525	
CGTRNA_RS02025	CGTRNA_RS02025	414713	415528	heme ABC transporter ATP-binding protein	CGTRNA_RS02025 // CGTRNA_RS02020 // CGTRNA_RS02015 // CGTRNA_RS02010	cg0469
trxA	CGTRNA_RS14760	3151416	3151790	thioredoxin	trxA	cg3299
CGTRNA_RS11400	CGTRNA_RS11400	2432839	2434278	ABC transporter ATP-binding protein	CGTRNA_RS11400 // CGTRNA_RS11395 // CGTRNA_RS11390 // CGTRNA_RS11385	cg2552
CGTRNA_RS01450	CGTRNA_RS01450	291270	291617	hypothetical protein	CGTRNA_RS01450 // CGTRNA_RS01445	cg0332
CGTRNA_RS06770	CGTRNA_RS06770	1417926	1419326	MFS transporter	CGTRNA_RS06770	cg1526
thpR	CGTRNA_RS11405	2434275	2434826	RNA 2',3'-cyclic phosphodiesterase	thpR	cg2553
secD	CGTRNA_RS08295	1760272	1762185	protein translocase subunit SecD	secD // secF	cg1867
CGTRNA_RS09595	CGTRNA_RS09595	2037915	2038526	energy-coupling factor transporter transmembrane protein EcfT	CGTRNA_RS09595 // CGTRNA_RS09590 // CGTRNA_RS09585	cg2149
CGTRNA_RS14765	CGTRNA_RS14765	3151976	3152182	heavy-metal-associated domain-containing protein	CGTRNA_RS14765	cg3300
CGTRNA_RS11410	CGTRNA_RS11410	2434917	2435822	ribokinase	CGTRNA_RS11410	cg2554
CGTRNA_RS05430	CGTRNA_RS05430	1133598	1135940	excinuclease ABC subunit UvrA	CGTRNA_RS05430 // CGTRNA_RS05425	cg1234
CGTRNA_RS11415	CGTRNA_RS11415	2436047	2437447	PepSY domain-containing protein	CGTRNA_RS11415	cg2556
CGTRNA_RS14770	CGTRNA_RS14770	3152383	3153702	MFS transporter	CGTRNA_RS14770	cg3301
CGTRNA_RS11420	CGTRNA_RS11420	2437711	2438685	bile acid:sodium symporter family protein	CGTRNA_RS11420	cg2557
CGTRNA_RS11425	CGTRNA_RS11425	2438834	2439601	D-hexose-6-phosphate mutarotase	CGTRNA_RS11425	cg2558
CGTRNA_RS05675	CGTRNA_RS05675	1185075	1185728	(2Fe-2S)-binding protein	CGTRNA_RS05675 // CGTRNA_RS05670	cg1285
CGTRNA_RS03245	CGTRNA_RS03245	661004	662002	iron-siderophore ABC transporter substrate-binding protein	CGTRNA_RS03245	cg0748
CGTRNA_RS14775	CGTRNA_RS14775	3153662	3153844	hypothetical protein	CGTRNA_RS16200 // CGTRNA_RS14780 // CGTRNA_RS14775	
CGTRNA_RS05665	CGTRNA_RS05665	1182337	1183143	shikimate 5-dehydrogenase	CGTRNA_RS05665 // CGTRNA_RS05660	cg1283
glcB	CGTRNA_RS11430	2439598	2441817	malate synthase G	glcB	cg2559
CGTRNA_RS04090	CGTRNA_RS04090	859503	862583	23S ribosomal RNA	CGTRNA_RS04090	cgr05
tpx	CGTRNA_RS05435	1136029	1136526	thiol peroxidase	tpx	cg1236
prmC	CGTRNA_RS06010	1269975	1270814	peptide chain release factor N(5)-glutamine methyltransferase	prmC // prfA // rho	cg1356
rsrA	CGTRNA_RS03830	806504	806773	mycothiol system anti-sigma-R factor	rsrA // CGTRNA_RS03825	cg0877
CGTRNA_RS09005	CGTRNA_RS09005	1913802	1915205	hypothetical protein	CGTRNA_RS09005 // CGTRNA_RS09000	cg2022
CGTRNA_RS14780	CGTRNA_RS14780	3153855	3154253	PadR family transcriptional regulator	CGTRNA_RS16200 // CGTRNA_RS14780 // CGTRNA_RS14775	cg3303
aceA	CGTRNA_RS11435	2442417	2443715	isocitrate lyase	aceA	cg2560
CGTRNA_RS04445	CGTRNA_RS04445	938084	938746	GNAT family N-acetyltransferase	CGTRNA_RS04445 // CGTRNA_RS04440 // CGTRNA_RS04435	cg1006
CGTRNA_RS16200	CGTRNA_RS16200	3154250	3154411	hypothetical protein	CGTRNA_RS16200 // CGTRNA_RS14780 // CGTRNA_RS14775	
CGTRNA_RS09605	CGTRNA_RS09605	2039662	2039985	helix-turn-helix transcriptional regulator	CGTRNA_RS09605	cg2152
thiX	CGTRNA_RS11440	2443927	2444499	thiamine biosynthesis protein ThiX	thiX	cg2561
CGTRNA_RS05970	CGTRNA_RS05970	1258316	1259326	HlyC/CorC family transporter	CGTRNA_RS05975 // CGTRNA_RS05970	cg1348
CGTRNA_RS00165	CGTRNA_RS00165	29995	30654	metal ABC transporter ATP-binding protein	CGTRNA_RS00165	cg0043
dnaB	CGTRNA_RS14785	3154641	3156173	replicative DNA helicase	dnaB	cg3304
CGTRNA_RS11445	CGTRNA_RS11445	2444567	2445229	metallophosphoesterase	CGTRNA_RS11445	cg2562
CGTRNA_RS07520	CGTRNA_RS07520	1582274	1583110	RecB family exonuclease	CGTRNA_RS07520	cg1694
CGTRNA_RS06040	CGTRNA_RS06040	1274754	1274996	ATP synthase F0 subunit C	CGTRNA_RS06070 // atpD // CGTRNA_RS06060 // CGTRNA_RS06055 // CGTRNA_RS06050 // CGTRNA_RS06045 // CGTRNA_RS06040 // atpB	cg1363
CGTRNA_RS11450	CGTRNA_RS11450	2445330	2447222	BCCT family transporter	CGTRNA_RS11450	cg2563
CGTRNA_RS05440	CGTRNA_RS05440	1136523	1138301	hypothetical protein	CGTRNA_RS05440	cg1237
CGTRNA_RS07460	CGTRNA_RS07460	1567935	1568576	serine protease	CGTRNA_RS07460	cg1682
CGTRNA_RS07980	CGTRNA_RS07980	1690666	1691247	PH domain-containing protein	CGTRNA_RS07980 // uvrC // rapZ // yvcK // whiA	cg1796
CGTRNA_RS16000	CGTRNA_RS16000	23612	23779	hypothetical protein	CGTRNA_RS16000	cg0037
rplI	CGTRNA_RS14790	3156782	3157234	50S ribosomal protein L9	rplI	cg3306
CGTRNA_RS11455	CGTRNA_RS11455	2447514	2447795	hypothetical protein	CGTRNA_RS11455	cg2564
leuD	CGTRNA_RS06580	1383369	1383962	3-isopropylmalate dehydratase small subunit	leuD // leuC	cg1488
rplC	CGTRNA_RS02580	533436	534092	50S ribosomal protein L3	rpsQ // CGTRNA_RS02620 // rplP // rpsC // rplV // rpsS // rplB // rplW // rplD // rplC // rpsJ	cg0594
CGTRNA_RS06995	CGTRNA_RS06995	1468843	1470018	acetylornithine transaminase	CGTRNA_RS07005 // argF // CGTRNA_RS06995 // argB // argJ // CGTRNA_RS06980	cg1583
CGTRNA_RS11460	CGTRNA_RS11460	2448174	2449172	hypothetical protein	CGTRNA_RS11460	cg2565
CGTRNA_RS07920	CGTRNA_RS07920	1674757	1675572	FAD-dependent oxidoreductase	CGTRNA_RS07930 // CGTRNA_RS07925 // CGTRNA_RS07920	cg1783
CGTRNA_RS00335	CGTRNA_RS00335	62387	63508	magnesium and cobalt transport protein CorA	CGTRNA_RS00335	cg0080
CGTRNA_RS00690	CGTRNA_RS00690	140330	141793	glycosyltransferase	CGTRNA_RS00695 // CGTRNA_RS00690 // CGTRNA_RS00685	cg0163
CGTRNA_RS14795	CGTRNA_RS14795	3157291	3157968	single-stranded DNA-binding protein	rpsF // CGTRNA_RS14795	cg3307
CGTRNA_RS11465	CGTRNA_RS11465	2449327	2450931	lamin tail domain-containing protein	CGTRNA_RS11465	cg2566
groES	CGTRNA_RS03005	610349	610648	co-chaperone GroES	groEL // groES	cg0690
CGTRNA_RS03250	CGTRNA_RS03250	662108	662581	tRNA (cytidine(34)-2'-O)-methyltransferase	CGTRNA_RS03250	cg0749
CGTRNA_RS11470	CGTRNA_RS11470	2451056	2451442	hypothetical protein	CGTRNA_RS11470	cg2567
CGTRNA_RS08865	CGTRNA_RS08865	1870396	1872516	hypothetical protein	CGTRNA_RS08865 // CGTRNA_RS08860	cg1993
CGTRNA_RS05445	CGTRNA_RS05445	1138403	1139359	DUF808 domain-containing protein	CGTRNA_RS05445	cg1238
CGTRNA_RS07580	CGTRNA_RS07580	1596497	1597138	arsenate reductase ArsC	CGTRNA_RS07580	cg1707
CGTRNA_RS08540	CGTRNA_RS08540	1804361	1804894	hypothetical protein	CGTRNA_RS08540	cg1918
CGTRNA_RS11475	CGTRNA_RS11475	2451572	2452885	TRAP transporter large permease	dctP // CGTRNA_RS11480 // CGTRNA_RS11475	cg2568
rpsF	CGTRNA_RS14800	3158005	3158292	30S ribosomal protein S6	rpsF // CGTRNA_RS14795	cg3308
CGTRNA_RS01285	CGTRNA_RS01285	257901	258533	suppressor of fused domain protein	CGTRNA_RS01290 // CGTRNA_RS01285 // CGTRNA_RS01280	cg0295
CGTRNA_RS15675	CGTRNA_RS15675	1962583	1964439	LGFP repeat-containing protein	CGTRNA_RS15675 // CGTRNA_RS09230	cg2069
CGTRNA_RS04450	CGTRNA_RS04450	938860	939873	hypothetical protein	CGTRNA_RS04455 // CGTRNA_RS04450	cg1007
CGTRNA_RS01570	CGTRNA_RS01570	312906	313457	phage holin family protein	CGTRNA_RS01570 // CGTRNA_RS01565	cg0359
CGTRNA_RS00665	CGTRNA_RS00665	134205	135479	MFS transporter	CGTRNA_RS00665 // CGTRNA_RS00675 // CGTRNA_RS00670	cg0158
CGTRNA_RS08490	CGTRNA_RS08490	1796296	1797096	hypothetical protein	CGTRNA_RS08500 // CGTRNA_RS08495 // CGTRNA_RS08490 // CGTRNA_RS08485	cg1906
CGTRNA_RS01935	CGTRNA_RS01935	396324	396653	hypothetical protein	CGTRNA_RS01935 // CGTRNA_RS01940 // CGTRNA_RS01930 // CGTRNA_RS01925 // CGTRNA_RS01920	cg0448
CGTRNA_RS11480	CGTRNA_RS11480	2452887	2453408	TRAP transporter small permease	dctP // CGTRNA_RS11480 // CGTRNA_RS11475	cg2569
CGTRNA_RS00460	CGTRNA_RS00460	89616	90449	hypothetical protein	CGTRNA_RS00460	cg0111
CGTRNA_RS16205	CGTRNA_RS16205	3158421	3158564	hypothetical protein	CGTRNA_RS16205	cg3309
yajC	CGTRNA_RS08300	1762474	1762839	preprotein translocase subunit YajC	yajC	cg1868
CGTRNA_RS00425	CGTRNA_RS00425	83689	84936	amidohydrolase family protein	CGTRNA_RS00425	cg0104
dctP	CGTRNA_RS11485	2453408	2454082	TRAP transporter substrate-binding protein DctP	dctP // CGTRNA_RS11480 // CGTRNA_RS11475	cg2570
CGTRNA_RS05450	CGTRNA_RS05450	1139428	1140330	2-dehydropantoate 2-reductase	CGTRNA_RS05455 // CGTRNA_RS05450	cg1239
CGTRNA_RS14805	CGTRNA_RS14805	3158652	3158843	hypothetical protein	CGTRNA_RS14810 // CGTRNA_RS14805	cg3311
lepA	CGTRNA_RS11490	2454222	2456069	elongation factor 4	lepA	cg2571
CGTRNA_RS01905	CGTRNA_RS01905	389249	390172	UTP--glucose-1-phosphate uridylyltransferase	ybaK // CGTRNA_RS01905	cg0442
CGTRNA_RS11495	CGTRNA_RS11495	2456338	2456949	type II toxin-antitoxin system PemK/MazF family toxin	CGTRNA_RS11495	cg2572
CGTRNA_RS05680	CGTRNA_RS05680	1185823	1186626	hypothetical protein	CGTRNA_RS05680	cg1286
CGTRNA_RS14810	CGTRNA_RS14810	3158840	3160300	DUF2029 domain-containing protein	CGTRNA_RS14810 // CGTRNA_RS14805	cg3312
rpsT	CGTRNA_RS11500	2457150	2457413	30S ribosomal protein S20	rpsT	cg2573
CGTRNA_RS03255	CGTRNA_RS03255	662627	663481	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	CGTRNA_RS03260 // CGTRNA_RS03255	cg0750
CGTRNA_RS07200	CGTRNA_RS07200	1514444	1515994	sodium:proton antiporter	CGTRNA_RS07200	cg1624
CGTRNA_RS11505	CGTRNA_RS11505	2457475	2458146	LysE family translocator	CGTRNA_RS11525 // CGTRNA_RS11520 // holA // CGTRNA_RS11510 // CGTRNA_RS11505	cg2574
CGTRNA_RS08945	CGTRNA_RS08945	1898843	1900630	ATP-dependent Clp protease ATP-binding subunit	CGTRNA_RS08945	cg2009
CGTRNA_RS05455	CGTRNA_RS05455	1140348	1140716	DUF2218 domain-containing protein	CGTRNA_RS05455 // CGTRNA_RS05450	cg1240
CGTRNA_RS06015	CGTRNA_RS06015	1270864	1271514	threonylcarbamoyl-AMP synthase	CGTRNA_RS06020 // CGTRNA_RS06015	cg1358
CGTRNA_RS03840	CGTRNA_RS03840	807791	808213	hypothetical protein	CGTRNA_RS03840	cg0879
CGTRNA_RS14815	CGTRNA_RS14815	3160346	3162508	penicillin-binding protein	CGTRNA_RS14815	cg3313
CGTRNA_RS11510	CGTRNA_RS11510	2458151	2458552	ankyrin repeat domain-containing protein	CGTRNA_RS11525 // CGTRNA_RS11520 // holA // CGTRNA_RS11510 // CGTRNA_RS11505	cg2575
CGTRNA_RS11870	CGTRNA_RS11870	2532284	2532355	tRNA-Gly	CGTRNA_RS11870	tRNA_3574
CGTRNA_RS04455	CGTRNA_RS04455	939896	941098	CynX/NimT family MFS transporter	CGTRNA_RS04455 // CGTRNA_RS04450	cg1009
CGTRNA_RS01785	CGTRNA_RS01785	359760	360308	excalibur calcium-binding domain-containing protein	CGTRNA_RS01785	cg0411
holA	CGTRNA_RS11515	2458584	2459579	DNA polymerase III subunit delta	CGTRNA_RS11525 // CGTRNA_RS11520 // holA // CGTRNA_RS11510 // CGTRNA_RS11505	cg2576
CGTRNA_RS00820	CGTRNA_RS00820	165718	166461	hypothetical protein	CGTRNA_RS00825 // CGTRNA_RS00820	cg0194
CGTRNA_RS07675	CGTRNA_RS07675	1615915	1617765	methylmalonyl-CoA mutase	CGTRNA_RS07675 // scpA // meaB	cg1726
CGTRNA_RS01770	CGTRNA_RS01770	354597	355847	hypothetical protein	CGTRNA_RS01780 // CGTRNA_RS01775 // CGTRNA_RS01770	cg0408
CGTRNA_RS14820	CGTRNA_RS14820	3162600	3162992	DUF5318 family protein	CGTRNA_RS14820	cg3314
CGTRNA_RS11520	CGTRNA_RS11520	2459586	2461250	ComEC/Rec2 family competence protein	CGTRNA_RS11525 // CGTRNA_RS11520 // holA // CGTRNA_RS11510 // CGTRNA_RS11505	cg2577
CGTRNA_RS11525	CGTRNA_RS11525	2461247	2461900	ComEA family DNA-binding protein	CGTRNA_RS11525 // CGTRNA_RS11520 // holA // CGTRNA_RS11510 // CGTRNA_RS11505	cg2578
CGTRNA_RS07735	CGTRNA_RS07735	1631380	1632138	glutamine amidotransferase	CGTRNA_RS07735	cg1739
CGTRNA_RS14825	CGTRNA_RS14825	3163184	3163657	MarR family transcriptional regulator	CGTRNA_RS14835 // CGTRNA_RS14830 // CGTRNA_RS14825	cg3315
CGTRNA_RS11530	CGTRNA_RS11530	2461964	2462788	DegV family protein	rsfS // CGTRNA_RS11535 // CGTRNA_RS11530	cg2579
CGTRNA_RS14830	CGTRNA_RS14830	3163688	3164629	universal stress protein	CGTRNA_RS14835 // CGTRNA_RS14830 // CGTRNA_RS14825	cg3316
CGTRNA_RS11535	CGTRNA_RS11535	2462825	2463535	histidine phosphatase family protein	rsfS // CGTRNA_RS11535 // CGTRNA_RS11530	cg2581
CGTRNA_RS14835	CGTRNA_RS14835	3164661	3165158	hypothetical protein	CGTRNA_RS14835 // CGTRNA_RS14830 // CGTRNA_RS14825	cg3317
rsfS	CGTRNA_RS11540	2463547	2464020	ribosome silencing factor	rsfS // CGTRNA_RS11535 // CGTRNA_RS11530	cg2582
CGTRNA_RS06405	CGTRNA_RS06405	1347925	1349742	DUF262 domain-containing protein	CGTRNA_RS06405 // CGTRNA_RS06400	cg1448
CGTRNA_RS03260	CGTRNA_RS03260	663488	663838	DUF3017 domain-containing protein	CGTRNA_RS03260 // CGTRNA_RS03255	cg0751
CGTRNA_RS06175	CGTRNA_RS06175	1301610	1301837	helix-turn-helix transcriptional regulator	CGTRNA_RS06175 // CGTRNA_RS06170	cg1392
CGTRNA_RS14840	CGTRNA_RS14840	3165226	3165549	antibiotic biosynthesis monooxygenase	CGTRNA_RS14845 // CGTRNA_RS14840	cg3318
CGTRNA_RS11545	CGTRNA_RS11545	2464175	2464831	nicotinate-nucleotide adenylyltransferase	CGTRNA_RS11545	cg2584
CGTRNA_RS16060	CGTRNA_RS16060	1140793	1141088	hypothetical protein	CGTRNA_RS16060	cg1241
CGTRNA_RS02155	CGTRNA_RS02155	442757	444160	MHS family MFS transporter	CGTRNA_RS02170 // aroQ // qsuB // CGTRNA_RS02155	cg0501
CGTRNA_RS02405	CGTRNA_RS02405	494060	495112	polyprenyl synthetase family protein	CGTRNA_RS02405	cg0559
CGTRNA_RS03845	CGTRNA_RS03845	808210	809412	hypothetical protein	CGTRNA_RS03850 // CGTRNA_RS03845	cg0880
CGTRNA_RS11550	CGTRNA_RS11550	2464889	2465914	PE-PPE domain-containing protein	CGTRNA_RS11550	cg2585
CGTRNA_RS14845	CGTRNA_RS14845	3165570	3166508	rhodanese-related sulfurtransferase	CGTRNA_RS14845 // CGTRNA_RS14840	cg3319
CGTRNA_RS04745	CGTRNA_RS04745	1002796	1004337	multicopper oxidase domain-containing protein	CGTRNA_RS04745	cg1080
CGTRNA_RS06935	CGTRNA_RS06935	1454225	1455541	ABC transporter substrate-binding protein	ugpC // CGTRNA_RS06935	cg1570
CGTRNA_RS06145	CGTRNA_RS06145	1295514	1296677	hypothetical protein	CGTRNA_RS06145 // CGTRNA_RS06140	cg1385
CGTRNA_RS04460	CGTRNA_RS04460	941155	941562	DoxX family protein	CGTRNA_RS04470 // CGTRNA_RS04465 // CGTRNA_RS04460	cg1010
CGTRNA_RS06375	CGTRNA_RS06375	1344258	1345142	ABC transporter substrate-binding protein	CGTRNA_RS06375	cg1441
CGTRNA_RS02030	CGTRNA_RS02030	415642	416601	HtaA domain-containing protein	CGTRNA_RS02035 // CGTRNA_RS02030	cg0470
CGTRNA_RS09620	CGTRNA_RS09620	2041364	2041651	YciI family protein	CGTRNA_RS09620	cg2155
CGTRNA_RS14850	CGTRNA_RS14850	3166556	3167821	ABC transporter permease	CGTRNA_RS14860 // CGTRNA_RS14855 // CGTRNA_RS14850	cg3320
CGTRNA_RS11555	CGTRNA_RS11555	2466013	2467311	glutamate-5-semialdehyde dehydrogenase	CGTRNA_RS11565 // CGTRNA_RS11560 // CGTRNA_RS11555	cg2586
CGTRNA_RS01455	CGTRNA_RS01455	291800	292420	DedA family protein	CGTRNA_RS01455	cg0333
CGTRNA_RS02375	CGTRNA_RS02375	487027	488658	2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylic-acid synthase	CGTRNA_RS02380 // CGTRNA_RS02375 // CGTRNA_RS02370 // CGTRNA_RS02365	cg0552
CGTRNA_RS14855	CGTRNA_RS14855	3167818	3168510	ABC transporter ATP-binding protein	CGTRNA_RS14860 // CGTRNA_RS14855 // CGTRNA_RS14850	cg3321
CGTRNA_RS11560	CGTRNA_RS11560	2467370	2468284	hypothetical protein	CGTRNA_RS11565 // CGTRNA_RS11560 // CGTRNA_RS11555	cg2587
ruvB	CGTRNA_RS08305	1762888	1763979	Holliday junction branch migration DNA helicase RuvB	ruvC // ruvA // ruvB	cg1869
CGTRNA_RS00535	CGTRNA_RS00535	105839	106393	thiamine pyrophosphate-binding protein	CGTRNA_RS00535	cg0127
CGTRNA_RS05465	CGTRNA_RS05465	1141100	1141489	hypothetical protein	arsC // CGTRNA_RS05470 // CGTRNA_RS05465	cg1242
CGTRNA_RS02915	CGTRNA_RS02915	593936	594262	WXG100 family type VII secretion target	CGTRNA_RS02920 // CGTRNA_RS02915	cg0671
CGTRNA_RS14860	CGTRNA_RS14860	3168514	3170352	efflux RND transporter periplasmic adaptor subunit	CGTRNA_RS14860 // CGTRNA_RS14855 // CGTRNA_RS14850	cg3322
CGTRNA_RS11565	CGTRNA_RS11565	2468344	2469453	glutamate 5-kinase	CGTRNA_RS11565 // CGTRNA_RS11560 // CGTRNA_RS11555	cg2588
CGTRNA_RS09630	CGTRNA_RS09630	2041845	2042954	TerC family protein	CGTRNA_RS09630	cg2157
CGTRNA_RS07265	CGTRNA_RS07265	1526937	1528001	HlyC/CorC family transporter	CGTRNA_RS07270 // CGTRNA_RS07265	cg1639
CGTRNA_RS05685	CGTRNA_RS05685	1186683	1187180	hypothetical protein	CGTRNA_RS05685	cg1287
CGTRNA_RS14865	CGTRNA_RS14865	3170719	3171810	inositol-3-phosphate synthase	CGTRNA_RS14865	cg3323
obgE	CGTRNA_RS11570	2469683	2471188	GTPase ObgE	obgE	cg2589
CGTRNA_RS03265	CGTRNA_RS03265	663840	665222	flotillin family protein	CGTRNA_RS03265	cg0752
CGTRNA_RS07205	CGTRNA_RS07205	1516438	1516626	hypothetical protein	CGTRNA_RS07205	cg1625
rrf	CGTRNA_RS04095	862697	862813	5S ribosomal RNA	rrf	cgr06
CGTRNA_RS05470	CGTRNA_RS05470	1141493	1142329	S1 family peptidase	arsC // CGTRNA_RS05470 // CGTRNA_RS05465	cg1243
CGTRNA_RS06020	CGTRNA_RS06020	1271515	1272663	undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase	CGTRNA_RS06020 // CGTRNA_RS06015	cg1359
CGTRNA_RS03850	CGTRNA_RS03850	809416	810690	DEAD/DEAH box helicase	CGTRNA_RS03850 // CGTRNA_RS03845	cg0881
CGTRNA_RS14870	CGTRNA_RS14870	3171886	3172431	hypothetical protein	CGTRNA_RS14870	cg3324
CGTRNA_RS09010	CGTRNA_RS09010	1915442	1915801	hypothetical protein	CGTRNA_RS09010	cg2023
CGTRNA_RS11575	CGTRNA_RS11575	2471370	2473349	xanthine/uracil permease	CGTRNA_RS11575	cg2590
